Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09883448481559753,0.09926417611964887,0.09883448481559753,0.09883448481559753,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.0941078974033573,0.0941078974033573,0.09367820620536804,0.09367820620536804,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08723211594284744,0.08723211594284744,0.08680243045091629,0.08680243045091629,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08895087242126465,0.08938056366518703,0.08895087242126465,0.08895087242126465,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09152981638908386,0.09195950207959848,0.09152981638908386,0.09152981638908386,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09711571782827377,0.09754540907371882,0.09711571782827377,0.09711571782827377,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10184234380722046,0.10227280404543172,0.10184234380722046,0.10184234380722046,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10613995790481567,0.10656964920084015,0.10613995790481567,0.10613995790481567,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11172588914632796,0.11215558036088445,0.11172588914632796,0.11172588914632797,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12203921377658845,0.12246890511623387,0.12203921377658845,0.12203921377658844,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12375789135694504,0.1241875824316622,0.12375789135694504,0.12375789135694504,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12117977162407874,0.12117977162407874,0.12075009196996689,0.12075009196996689,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11774233127848494,0.11774233127848494,0.11731263995170593,0.11731263995170593,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11860165745019913,0.11946103977763702,0.11860165745019913,0.11860165745019913,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.1164532426466341,0.1164532426466341,0.11602356284856796,0.11602356284856796,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1112962529590257,0.1112962529590257,0.11086656153202057,0.11086656153202057,45158400,0.0,0.0
